accession	ambiguous_bases	checkm_completeness	checkm_contamination	checkm_marker_count	checkm_marker_lineage	checkm_marker_set_count	checkm_strain_heterogeneity	coding_bases	coding_density	contig_count	gc_count	gc_percentage	genome_size	gtdb_genome_representative	gtdb_representative	gtdb_taxonomy	gtdb_type_designation	gtdb_type_designation_sources	gtdb_type_species_of_genus	l50_contigs	l50_scaffolds	longest_contig	longest_scaffold	lsu_23s_contig_len	lsu_23s_count	lsu_23s_length	lsu_23s_query_id	lsu_5s_contig_len	lsu_5s_count	lsu_5s_length	lsu_5s_query_id	lsu_silva_23s_blast_align_len	lsu_silva_23s_blast_bitscore	lsu_silva_23s_blast_evalue	lsu_silva_23s_blast_perc_identity	lsu_silva_23s_blast_subject_id	lsu_silva_23s_taxonomy	mean_contig_length	mean_scaffold_length	mimag_high_quality	mimag_low_quality	mimag_medium_quality	n50_contigs	n50_scaffolds	ncbi_assembly_level	ncbi_assembly_name	ncbi_assembly_type	ncbi_bioproject	ncbi_biosample	ncbi_contig_count	ncbi_contig_n50	ncbi_country	ncbi_date	ncbi_genbank_assembly_accession	ncbi_genome_category	ncbi_genome_representation	ncbi_isolate	ncbi_isolation_source	ncbi_lat_lon	ncbi_molecule_count	ncbi_ncrna_count	ncbi_organism_name	ncbi_protein_count	ncbi_refseq_category	ncbi_rrna_count	ncbi_scaffold_count	ncbi_scaffold_l50	ncbi_scaffold_n50	ncbi_scaffold_n75	ncbi_scaffold_n90	ncbi_seq_rel_date	ncbi_spanned_gaps	ncbi_species_taxid	ncbi_ssu_count	ncbi_strain_identifiers	ncbi_submitter	ncbi_taxid	ncbi_taxonomy	ncbi_taxonomy_unfiltered	ncbi_total_gap_length	ncbi_total_length	ncbi_translation_table	ncbi_trna_count	ncbi_type_material_designation	ncbi_ungapped_length	ncbi_unspanned_gaps	ncbi_wgs_master	protein_count	scaffold_count	ssu_contig_len	ssu_count	ssu_gg_blast_align_len	ssu_gg_blast_bitscore	ssu_gg_blast_evalue	ssu_gg_blast_perc_identity	ssu_gg_blast_subject_id	ssu_gg_taxonomy	ssu_length	ssu_query_id	ssu_silva_blast_align_len	ssu_silva_blast_bitscore	ssu_silva_blast_evalue	ssu_silva_blast_perc_identity	ssu_silva_blast_subject_id	ssu_silva_taxonomy	total_gap_length	trna_aa_count	trna_count	trna_selenocysteine_count
RS_GCF_000007085.1	0	99.04	0.6	488	o__Thermoanaerobacterales (UID1420)	209	0	2388371	88.8053483154	1	1010449	37.5709114706	2689445	RS_GCF_004345675.1	f	d__Bacteria;p__Firmicutes_A;c__Thermoanaerobacteria;o__Thermoanaerobacterales;f__Thermoanaerobacteraceae;g__Caldanaerobacter;s__Caldanaerobacter subterraneus	type strain of subspecies	LPSN; DSMZ; StrainInfo	f	1	1	2689445	2689445	2689445	4	2953	NC_003869.1-#3	2689445	4	102	NC_003869.1-#4	2896	5349	0	100	AE008691.55537.58465	Bacteria;Firmicutes;Clostridia;Thermoanaerobacterales;Thermoanaerobacteraceae;Caldanaerobacter;Caldanaerobacter subterraneus subsp. tengcongensis MB4	2689445	2689445	t	f	f	2689445	2689445	Complete Genome	ASM708v1	n/a	PRJNA224116	SAMN02603009	none	none	none	2002-5-14	GCA_000007085.1	none	full	none	none	none	1	2	Caldanaerobacter subterraneus subsp. tengcongensis MB4	2639	representative genome	12	none	none	none	none	none	2002/05/14	0	911092	4	MB4	Beijing Center.HGP	273068	d__Bacteria;p__Firmicutes;c__Clostridia;o__Thermoanaerobacterales;f__Thermoanaerobacteraceae;g__Caldanaerobacter;s__Caldanaerobacter subterraneus	d__Bacteria;x__Terrabacteria group;p__Firmicutes;c__Clostridia;o__Thermoanaerobacterales;f__Thermoanaerobacteraceae;g__Caldanaerobacter;s__Caldanaerobacter subterraneus;sb__Caldanaerobacter subterraneus subsp. tengcongensis;x__Caldanaerobacter subterraneus subsp. tengcongensis MB4	0	2689445	11	56	assembly from type material	2689445	0	none	2674	1	2689445	4	1624	3000	0	100	4392658	k__Bacteria;p__Firmicutes;c__Clostridia;o__Thermoanaerobacterales;f__Thermoanaerobacteraceae;g__Thermoanaerobacter;s__tengcongensis MB4	1624	NC_003869.1	1619	2990	0	100	AE008691.1488415.1490034	Bacteria;Firmicutes;Clostridia;Thermoanaerobacterales;Thermoanaerobacteraceae;Caldanaerobacter;Caldanaerobacter subterraneus subsp. tengcongensis MB4	0	20	55	0
RS_GCF_000007105.1	0	100	0	337	c__Alphaproteobacteria (UID3305)	221	0	1777652	86.446410483	1	952673	46.3280558929	2056363	RS_GCF_000175255.2	f	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Zymomonas;s__Zymomonas mobilis	not type material	none	f	1	1	2056363	2056363	2056363	3	2769	NC_006526.2	2056363	3	110	NC_006526.2	2769	5114	0	100	AE008692.1613121.1615906	Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Zymomonas;Zymomonas mobilis subsp. mobilis ZM4 = ATCC 31821	2056363	2056363	t	f	f	2056363	2056363	Complete Genome	ASM710v1	n/a	PRJNA224116	SAMN02603579	none	none	none	2010-1-12	GCA_000007105.1	none	full	none	none	none	1	0	Zymomonas mobilis subsp. mobilis ZM4 = ATCC 31821	1767	na	9	none	none	none	none	none	2010/01/12	0	542	3	ZM4	Macrogen Inc.	264203	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Zymomonas;s__Zymomonas mobilis	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Zymomonas;s__Zymomonas mobilis;sb__Zymomonas mobilis subsp. mobilis;x__Zymomonas mobilis subsp. mobilis ZM4 = ATCC 31821	0	2056363	11	51	none	2056363	0	none	1753	1	2056363	3	1447	2662	0	99.862	39861	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas;s__wittichii	1485	NC_006526.2	1485	2743	0	100	AF117351.13492.14981	Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Zymomonas;Zymomonas mobilis subsp. mobilis	0	20	51	0
RS_GCF_000007125.1	10	99.32	0.82	1514	g__Brucella (UID3505)	196	0	2841177	86.2287252753	2	1885435	57.2224645143	3294931	RS_GCF_000007125.1	t	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Brucella;s__Brucella melitensis	type strain of species	LPSN; DSMZ; StrainInfo	t	1	1	2117144	2117144	1177787	3	2903	NC_003318.1	2117144	3	109	NC_003317.1-#2	2903	5361	0	100	ACJL01000046.2848.5757	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiaceae;Brucella;Brucella melitensis bv. 1 str. 16M	1647465	1647465	t	f	f	2117144	2117144	Complete Genome	ASM712v1	n/a	PRJNA224116	SAMN02603416	none	none	none	2001-12-28	GCA_000007125.1	none	full	none	none	none	2	1	Brucella melitensis bv. 1 str. 16M	3302	representative genome	9	none	none	none	none	none	2001/12/28	0	29459	3	16M	Integrated Genomics	224914	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Brucellaceae;g__Brucella;s__Brucella melitensis	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Brucellaceae;g__Brucella;s__Brucella melitensis;x__Brucella melitensis bv. 1;x__Brucella melitensis bv. 1 str. 16M	0	3294931	11	54	assembly from type material	3294931	0	none	3152	2	2117144	3	1481	2736	0	100	658919	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Brucellaceae;g__Ochrobactrum;s__	1481	NC_003317.1-#2	1481	2736	0	100	MDXK01000017.498.1990	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiaceae;Brucella;Brucella melitensis	0	20	54	0
RS_GCF_000007145.1	15	99.64	0	481	c__Gammaproteobacteria (UID4202)	276	0	4331076	85.3214262356	1	3302992	65.0685595366	5076188	RS_GCF_000007145.1	t	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Xanthomonas;s__Xanthomonas campestris	type strain of species	LPSN; DSMZ; StrainInfo	t	1	1	5076187	5076188	5076188	2	2878	NC_003902.1-#2	5076188	2	106	NC_003902.1-#2	2878	5315	0	100	JXQP01000016.2429.5327	Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Xanthomonas;Xanthomonas campestris	5076187	5076188	t	f	f	5076187	5076188	Complete Genome	ASM714v1	n/a	PRJNA57887	SAMN02603845	none	none	none	2002-5-24	GCA_000007145.1	none	full	none	none	none	1	0	Xanthomonas campestris pv. campestris str. ATCC 33913	4179	reference genome	6	none	none	none	none	none	2002/05/24	0	339	0	ATCC 33913	Sao Paulo state (Brazil) Consortium	190485	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Xanthomonas;s__Xanthomonas campestris	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Xanthomonas;s__Xanthomonas campestris;x__Xanthomonas campestris pv. campestris;x__Xanthomonas campestris pv. campestris str. ATCC 33913	0	5076188	11	53	assembly from type material	5076188	0	none	4292	1	5076188	2	1542	2843	0	99.935	1914346	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Xanthomonas;s__campestris	1542	NC_003902.1-#2	1542	2848	0	100	AM920689.4952053.4953597	Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Xanthomonas;Xanthomonas campestris pv. campestris	1	20	53	0
RS_GCF_000007165.1	0	100	0	481	c__Gammaproteobacteria (UID4202)	276	0	4525584	85.8064978516	3	3413008	64.7117187851	5274174	RS_GCF_002019225.1	f	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Xanthomonas;s__Xanthomonas citri	not type material	none	f	1	1	5175554	5175554	5175554	2	2876	NC_003919.1-#2	5175554	2	106	NC_003919.1-#2	2876	5312	0	100	LOJW01000061.285.3179	Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Xanthomonas;Xanthomonas axonopodis pv. melhusii	1758057	1758058	t	f	f	5175554	5175554	Complete Genome	ASM716v1	n/a	PRJNA224116	SAMN02603846	none	none	none	2002-05-29	GCA_000007165.1	none	full	none	none	none	3	37	Xanthomonas citri pv. citri str. 306	4702	na	6	none	none	none	none	none	2002/05/29	0	346	2	306	Sao Paulo state (Brazil) Consortium	190486	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Xanthomonas;s__Xanthomonas citri	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Xanthomonas;x__Xanthomonas citri group;s__Xanthomonas citri;x__Xanthomonas citri pv. citri;x__Xanthomonas citri pv. citri str. 306	0	5274174	11	54	none	5274174	0	none	4477	3	5175554	2	1542	2832	0	99.805	1914346	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Xanthomonas;s__campestris	1542	NC_003919.1-#2	1542	2848	0	100	LOKO01000075.3661.5207	Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Xanthomonas;Xanthomonas citri pv. glycines	1	20	54	0
RS_GCF_000007205.1	0	99.49	0	301	k__Bacteria (UID2993)	197	0	1094738	89.298209122	1	497438	40.5762132576	1225935	RS_GCF_000007205.1	t	d__Bacteria;p__Verrucomicrobiota_A;c__Chlamydiia;o__Chlamydiales;f__Chlamydiaceae;g__Chlamydophila;s__Chlamydophila pneumoniae	type strain of species	LPSN; DSMZ; StrainInfo	f	1	1	1225935	1225935	1225935	1	2928	NC_005043.1	1225935	1	107	NC_005043.1	2928	5408	0	100	HV214386.1002344.1005277	Bacteria;Chlamydiae;Chlamydiae;Chlamydiales;Chlamydiaceae;Chlamydia;Chlamydophila pneumoniae	1225935	1225935	t	f	f	1225935	1225935	Complete Genome	ASM720v1	n/a	PRJNA224116	SAMN02602979	none	none	none	2003-07-25	GCA_000007205.1	none	full	none	none	none	1	0	Chlamydia pneumoniae TW-183	1076	na	3	none	none	none	none	none	2003/07/25	0	83558	1	TW-183	ALTANA Pharma	182082	d__Bacteria;p__Chlamydiae;c__Chlamydiia;o__Chlamydiales;f__Chlamydiaceae;g__Chlamydia;s__Chlamydia pneumoniae	d__Bacteria;x__PVC group;p__Chlamydiae;c__Chlamydiia;o__Chlamydiales;f__Chlamydiaceae;x__Chlamydia/Chlamydophila group;g__Chlamydia;s__Chlamydia pneumoniae;x__Chlamydia pneumoniae TW-183	0	1225935	11	38	assembly from type material	1225935	0	none	1055	1	1225935	1	1550	2830	0	99.613	4365357	k__Bacteria;p__Chlamydiae;c__Chlamydiia;o__Chlamydiales;f__Chlamydiaceae;g__Chlamydia;s__pneumoniae	1551	NC_005043.1	1550	2863	0	100	AE009440.997888.999439	Bacteria;Chlamydiae;Chlamydiae;Chlamydiales;Chlamydiaceae;Chlamydia;Chlamydophila pneumoniae TW-183	0	20	38	0
RS_GCF_000007245.1	0	99.64	0	481	c__Gammaproteobacteria (UID4202)	276	0	2055332	81.5236550968	2	1305386	51.7774442437	2521148	RS_GCF_000767565.1	f	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Xylella;s__Xylella fastidiosa	not type material	none	f	1	1	2519802	2519802	2519802	2	2878	NC_004556.1	2519802	2	108	NC_004556.1	2878	5315	0	100	JQAP01000001.173062.175960	Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Xylella;Xylella fastidiosa subsp. fastidiosa	1260574	1260574	t	f	f	2519802	2519802	Complete Genome	ASM724v1	n/a	PRJNA224116	SAMN02603844	none	none	none	2003-1-29	GCA_000007245.1	none	full	none	none	none	2	1	Xylella fastidiosa Temecula1	2296	na	6	none	none	none	none	none	2003/01/29	0	2371	2	Temecula1	Sao Paulo state (Brazil) Consortium	183190	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Xylella;s__Xylella fastidiosa	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Xylella;s__Xylella fastidiosa;x__Xylella fastidiosa Temecula1	0	2521148	11	49	none	2521148	0	none	2427	2	2519802	2	1539	2843	0	100	2989692	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Xylella;s__	1540	NC_004556.1	1539	2843	0	100	AE009442.171124.172668	Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Xylella;Xylella fastidiosa Temecula1	0	20	49	0
RS_GCF_000007265.1	0	100	0.18	524	f__Streptococcaceae (UID545)	282	0	1893415	87.6472676757	1	770062	35.6466122012	2160267	RS_GCF_000186445.1	f	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus agalactiae	not type material	none	f	1	1	2160267	2160267	2160267	7	2898	NC_004116.1	2160267	7	108	NC_004116.1	2898	5352	0	100	CHYX01000006.80625.83525	Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;Streptococcus agalactiae	2160267	2160267	t	f	f	2160267	2160267	Complete Genome	ASM726v1	n/a	PRJNA57943	SAMN02604013	none	none	none	2002-8-28	GCA_000007265.1	none	full	none	none	none	1	0	Streptococcus agalactiae 2603V/R	2127	reference genome	21	none	none	none	none	none	2002/08/28	0	1311	7	R;2603V;2603V/R	TIGR	208435	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus agalactiae	d__Bacteria;x__Terrabacteria group;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus agalactiae;x__Streptococcus agalactiae serogroup V;x__Streptococcus agalactiae 2603V/R	0	2160267	11	80	none	2160267	0	none	2106	1	2160267	7	1545	2837	0	99.806	4300042	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__	1545	NC_004116.1	1545	2854	0	100	ANDD01000009.219.1771	Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;Streptococcus agalactiae CCUG 30636	0	20	80	0
RS_GCF_000007285.1	0	99.85	0	676	g__Streptococcus (UID722)	182	0	1630272	86.0294129287	1	730465	38.5466198984	1895017	RS_GCF_002055535.1	f	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus pyogenes	not type material	none	f	1	1	1895017	1895017	1895017	6	2898	NC_003485.1-#6	1895017	6	109	NC_003485.1-#6	2898	5352	0	100	AWTH01000042.2093.4995	Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;Streptococcus pyogenes GA41208	1895017	1895017	t	f	f	1895017	1895017	Complete Genome	ASM728v1	n/a	PRJNA224116	SAMN02603495	none	none	none	2002-4-3	GCA_000007285.1	none	full	none	none	none	1	1	Streptococcus pyogenes MGAS8232	1897	na	18	none	none	none	none	none	2002/04/03	0	1314	6	MGAS8232	Lab of Human Bacterial Pathogenesis	186103	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus pyogenes	d__Bacteria;x__Terrabacteria group;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus pyogenes;x__Streptococcus pyogenes serotype M18;x__Streptococcus pyogenes MGAS8232	0	1895017	11	67	none	1895017	0	none	1893	1	1895017	6	1544	2846	0	99.935	4455633	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__	1544	NC_003485.1-#6	1544	2846	0	99.935	CP007241.268681.270229	Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;Streptococcus pyogenes	0	20	67	0
RS_GCF_000007365.1	0	98.77	0	137	k__Bacteria (UID2495)	81	0	564200	87.9564239992	1	162484	25.3305770952	641454	RS_GCF_000007365.1	t	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Buchnera;s__Buchnera aphidicola_O	not type material	none	f	1	1	641454	641454	641454	1	2916	NC_004061.1	641454	1	96	NC_004061.1	2916	5385	0	100	AE013218.540354.543274	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Buchnera;Buchnera aphidicola str. Sg (Schizaphis graminum)	641454	641454	t	f	f	641454	641454	Complete Genome	ASM736v1	n/a	PRJNA224116	SAMN02604269	none	none	none	2002-7-2	GCA_000007365.1	none	full	none	none	none	1	0	Buchnera aphidicola str. Sg	589	representative genome	3	none	none	none	none	none	2002/07/02	0	9	1	Sg	Uppsala Univ.	198804	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Erwiniaceae;g__Buchnera;s__Buchnera aphidicola	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Erwiniaceae;g__Buchnera;s__Buchnera aphidicola;x__Buchnera aphidicola (Schizaphis graminum);x__Buchnera aphidicola str. Sg (Schizaphis graminum)	0	641454	11	30	none	641454	0	none	600	1	641454	1	1547	2857	0	100	64248	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Buchnera;s__	1547	NC_004061.1	1547	2852	0	99.935	L18927.768.2319	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Buchnera;Buchnera aphidicola	0	19	30	0
GB_GCA_000007385.1	0	99.82	0	481	c__Gammaproteobacteria (UID4202)	276	0	4190634	84.8059441794	1	3147365	63.693288534	4941439	RS_GCF_004136375.1	f	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Xanthomonas;s__Xanthomonas oryzae	not type material	none	f	1	1	4941439	4941439	4941439	2	2878	AE013598.1	4941439	2	106	AE013598.1	2878	5315	0	100	JXGN01000061.514.3412	Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Xanthomonas;Xanthomonas oryzae pv. oryzae	4941439	4941439	t	f	f	4941439	4941439	Complete Genome	ASM738v1	n/a	PRJNA12931	SAMN02603680	none	none	none	2005-2-2	GCA_000007385.1	none	full	none	none	none	1	0	Xanthomonas oryzae pv. oryzae KACC 10331	4538	na	6	none	none	none	none	none	2005/02/02	0	347	2	KACC10331	NIAB, Rural Development Administration	291331	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Xanthomonas;s__Xanthomonas oryzae	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Xanthomonas;s__Xanthomonas oryzae;x__Xanthomonas oryzae pv. oryzae;x__Xanthomonas oryzae pv. oryzae KACC 10331	0	4941439	11	50	none	4941439	0	none	4831	1	4941439	2	1541	2830	0	99.805	1914346	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Xanthomonas;s__campestris	1542	AE013598.1	1541	2846	0	100	JXEG01000201.4293.5839	Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Xanthomonas;Xanthomonas oryzae pv. oryzae	0	20	53	0
RS_GCF_000007405.1	28	99.7	0.21	1396	f__Enterobacteriaceae (UID5203)	314	0	3975738	86.4412263113	1	2341332	50.9059805719	4599354	RS_GCF_002950215.1	f	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia flexneri	not type material	none	f	1	1	4599354	4599354	4599354	7	2900	NC_004741.1-#5	4599354	7	355	NC_004741.1-#5	2900	5356	0	100	CP012735.1529632.1532556	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Escherichia-Shigella;Shigella flexneri 1a	4599354	4599354	t	f	f	4599354	4599354	Complete Genome	ASM740v1	n/a	PRJNA224116	SAMN02604096	none	none	none	2003-04-22	GCA_000007405.1	none	full	none	none	none	1	4	Shigella flexneri 2a str. 2457T	none	na	22	none	none	none	none	none	2003/04/22	0	623	7	2457T	Univ. Wisconsin	198215	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Shigella;s__Shigella flexneri	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Shigella;s__Shigella flexneri;x__Shigella flexneri 2a;x__Shigella flexneri 2a str. 2457T	0	4599354	11	100	none	4599354	0	none	4720	1	4599354	7	none	none	none	none	none	none	1537	NC_004741.1-#5	1537	2839	0	100	LQTN01000150.302.1857	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Escherichia-Shigella;Escherichia coli	0	20	100	1
RS_GCF_000007425.1	0	99.85	0	676	g__Streptococcus (UID722)	182	0	1634485	86.0019436775	1	733462	38.5926806386	1900521	RS_GCF_002055535.1	f	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus pyogenes	not type material	none	f	1	1	1900521	1900521	1900521	6	2898	NC_004070.1-#2	1900521	6	109	NC_004070.1	2898	5352	0	100	FNMG01000010.2093.4996	Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;Streptococcus pyogenes	1900521	1900521	t	f	f	1900521	1900521	Complete Genome	ASM742v1	n/a	PRJNA224116	SAMN02603496	none	none	none	2002-7-18	GCA_000007425.1	none	full	none	none	none	1	1	Streptococcus pyogenes MGAS315	1898	na	18	none	none	none	none	none	2002/07/18	0	1314	6	MGAS315	Lab of Human Bacterial Pathogenesis	198466	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus pyogenes	d__Bacteria;x__Terrabacteria group;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus pyogenes;x__Streptococcus pyogenes serotype M3;x__Streptococcus pyogenes MGAS315	0	1900521	11	67	none	1900521	0	none	1886	1	1900521	6	1544	2852	0	100	4455633	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__	1544	NC_004070.1	1544	2852	0	100	CP007241.268681.270229	Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;Streptococcus pyogenes	0	20	67	0
RS_GCF_000007445.1	280	99.92	0.43	1173	f__Enterobacteriaceae (UID5124)	336	0	4571619	87.3875928332	1	2640553	50.4775051289	5231428	RS_GCF_003697165.2	f	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia coli	not type material	none	f	1	1	5231428	5231428	5231428	7	2904	NC_004431.1-#3	5231428	7	110	NC_004431.1-#7	2904	5363	0	100	AE014075.4444737.4447644	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Escherichia-Shigella;Escherichia coli CFT073	5231428	5231428	t	f	f	5231428	5231428	Complete Genome	ASM744v1	n/a	PRJNA224116	SAMN02604094	none	none	none	2002-12-06	GCA_000007445.1	none	full	none	none	none	1	2	Escherichia coli CFT073	5306	na	21	none	none	none	none	none	2002/12/06	0	562	7	CFT073	Univ. Wisconsin	199310	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia coli	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia coli;x__Escherichia coli CFT073	0	5231428	11	88	none	5231428	0	none	4903	1	5231428	7	1547	2846	0	100	128812	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Escherichia;s__coli	1547	NC_004431.1-#2	1547	2846	0	100	AE014075.4699063.4700613	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Escherichia-Shigella;Escherichia coli CFT073	0	20	88	1
